ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	log2err
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	58	0.54245104138324	2.10712834033267	6.50965665932562e-06	2.16988555310854e-05	5.48181613416894e-06	4081	tags=45%, list=18%, signal=37%	HK2/NOP16/NOLC1/AIMP2/IMP4/SRM/NDUFAF4/PHB1/TMEM97/MCM5/NOP2/SLC19A1/MYBBP1A/FARSA/HSPD1/BYSL/PPAN/GNL3/PUS1/MRTO4/HSPE1/PRMT3/RRP12/SORD/NIP7/DCTPP1	0.610526878385931
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	200	0.437874356498642	2.07558933893326	3.34089345024048e-10	1.51858793192749e-09	3.8364326701326e-10	4489	tags=42%, list=20%, signal=34%	KPNA2/PSMC4/EIF4E/PSMB3/PSMB2/UBE2L3/PSMA4/EIF4A1/C1QBP/ILF2/PABPC1/COX5A/NOP16/YWHAQ/NOLC1/ACP1/RAN/PSMA2/AIMP2/PSMA7/SLC25A3/SF3B3/PGK1/VDAC1/SNRPA1/CANX/CCT5/CDC45/SRM/MCM6/SSBP1/PSMD1/PSMA1/PHB2/MAD2L1/H2AZ1/EIF3B/CSTF2/CYC1/MCM2/CDC20/PCNA/PHB1/EIF4H/NCBP1/NDUFAB1/RANBP1/CTPS1/TCP1/TYMS/IFRD1/SNRPA/PSMD3/TOMM70/LDHA/MCM5/PPM1G/PSMD7/PSMC6/GSPT1/HSPD1/PSMD8/GOT2/NME1/EIF2S1/HNRNPD/STARD7/CCNA2/GNL3/PRDX3/CCT3/HSPE1/PSMD14/NHP2/VDAC3/PPIA/TXNL4A/EIF2S2/APEX1/RUVBL2/SRSF7/CCT7/HNRNPA3/PSMA6/MCM7	0.814035837847908
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	200	0.43519401768743	2.06288413576547	5.33354088031625e-10	2.22230870013177e-09	5.61425355822764e-10	2093	tags=32%, list=9%, signal=29%	S100A9/KIF2A/CTSB/ATOX1/CTSC/DUSP6/LTF/WAS/CFB/ME1/PFN1/GZMA/HSPA5/SPOCK2/CTSH/CTSV/CD36/PLA2G7/DUSP5/GZMB/MSRB1/APOBEC3G/CD40LG/CCL5/PPP4C/KYNU/RABIF/MMP12/LAMP2/CTSL/CTSS/LCK/CTSD/LIPA/GZMK/LCP2/GNGT2/IRF7/S100A12/APOC1/ITGAM/PLEK/CALM3/SH2B3/PSMB9/C2/DOCK10/IRF1/CASP1/C1QC/FCER1G/PLAUR/CD46/PIK3R5/PLSCR1/LGMN/CASP5/F8/SERPINA1/NOTCH4/LAP3/PIK3CG/C1QA	0.801215574617779
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	143	-0.510018870884152	-1.99305290983913	2.970319566705e-08	1.14243060257884e-07	2.88614046967287e-08	4167	tags=44%, list=19%, signal=36%	ADORA2B/NEK7/SCHIP1/COL1A2/PTGFR/PTEN/MT1E/COL3A1/COL1A1/MTA1/TOGARAM1/NR1D2/FYN/ATXN1/ERBB2/APBB2/PIAS3/SNAI2/SDC2/DLC1/LPAR1/ARHGEF9/RASA2/TGFBR3/IGFBP5/AKT3/BMPR1A/MMP16/PMP22/MIOS/NOTCH2/PDLIM5/PRKCA/DBP/PLCB4/SPOP/DLG1/ADD3/NFIB/ATRX/IGF1R/SCAF8/KIT/SYNE1/CAV1/EFEMP1/ATP2B1/PHF3/SMAD3/MAP1B/DYRK1A/ACVR2A/ANXA4/CDON/ATP2B4/YTHDC1/RXRA/CDC42BPA/NR3C1/DUSP1/MET/F3/PTPN21	0.73376198835648
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	49	0.516957478538351	1.9825115313906	0.000116434079575392	0.000296754313678769	7.496951082411e-05	3553	tags=45%, list=16%, signal=38%	HMOX2/ATOX1/SRXN1/GCLM/SOD2/MGST1/GPX3/ABCC1/NDUFS2/TXNRD1/NQO1/SBNO2/G6PD/SELENOS/IPCEF1/NDUFA6/GPX4/PFKP/NDUFB4/TXN/GLRX/PRDX2	0.538434096309916
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	158	0.386311025521634	1.77490498126557	4.88839229710505e-06	1.74585439182323e-05	4.41057951618501e-06	3258	tags=33%, list=15%, signal=28%	PPIF/HMOX1/AP2S1/ALAS1/ALDOA/TST/CNP/GCH1/CTSV/SOD2/BID/RRAD/CREG1/FURIN/GRPEL1/MGAT1/GPX3/TFRC/YKT6/EIF5/POLR2H/BSG/H2AX/RAB27A/DNAJA1/ICAM1/IRF1/TARS1/PSMC3/ACAA1/SPR/BCL2L11/CDC34/BAK1/CCNE1/RPN1/APOM/HLA-F/TMBIM6/LYN/FEN1/CHRNA5/EPHX1/STIP1/TAP1/ARRB2/SQSTM1/GAL/KCNH2/CCND3/ATP6V1C1/CXCL2	0.610526878385931
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	200	-0.426032674147525	-1.73727003277442	1.32080863583164e-05	3.88473128185775e-05	9.81405797521959e-06	5439	tags=48%, list=25%, signal=37%	MMP2/SPOCK1/PCOLCE/THBS2/MATN3/LUM/HTRA1/LRP1/INHBA/SLIT2/VCAN/FBN1/IGFBP3/SFRP1/CCN1/COL5A2/GPX7/ECM1/FSTL3/MGP/GREM1/GEM/FN1/CD44/FSTL1/PLOD3/DPYSL3/ACTA2/TAGLN/ABI3BP/LAMC1/CCN2/FAS/COL16A1/ELN/COL1A2/CALD1/COL3A1/COPA/CALU/COL1A1/SLIT3/COL8A2/TIMP3/SERPINH1/MYL9/EFEMP2/LOX/SDC1/FZD8/TPM2/SNAI2/COL5A1/FERMT2/SGCG/ECM2/FBLN2/SPARC/PDLIM4/MSX1/TGFBR3/DCN/MXRA5/COL7A1/PMP22/PLOD1/NOTCH2/ITGB1/EDIL3/SGCD/FBLN1/LAMC2/GPC1/CADM1/GAS1/CRLF1/ITGAV/ITGA2/SLC6A8/MFAP5/BGN/ITGB5/SGCB/MAGEE1/COL5A3/SDC4/ID2/TGFBI/MATN2/PCOLCE2/NTM/RHOB/SNTB1/DST/LAMA3/POSTN	0.593325476396405
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	200	0.359404293373688	1.70362961114756	8.52217697667891e-06	2.66318030521216e-05	6.72803445527282e-06	2424	tags=30%, list=11%, signal=27%	KIF2A/IL13RA1/PSMC4/CXCR4/PGAM1/TPI1/HK2/ENO1/GMPPB/ME1/ALDOA/TALDO1/DSC2/CHST6/HSPA5/ERO1A/AURKA/ANGPTL4/CHST1/TPBG/GOT1/IDH1/PGK1/ISG20/PC/COPB2/HOMER1/MDH2/SRD5A3/ALDH7A1/SOX9/CTH/DLD/KIF20A/AKR1A1/NDUFV3/SDHC/NSDHL/TGFA/G6PD/AK3/PMM2/CYB5A/B3GNT3/SLC16A3/SPAG4/FAM162A/PKP2/QSOX1/IER3/MERTK/ELF3/GPR87/MDH1/PFKP/GALE/NASP/STMN1/DDIT4/LDHA	0.593325476396405
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	74	0.41213927203316	1.67879001432765	0.000593602919642886	0.00134909754464292	0.000340824642857159	4214	tags=53%, list=19%, signal=43%	FABP5/ETHE1/PPARG/HMGCR/HMGCS1/SC5D/GLDC/CXCL16/ECH1/LDLR/SCD/FDPS/ACAT2/EBP/FBXO6/DHCR7/NSDHL/TM7SF2/IDI1/STARD4/TMEM97/PLAUR/PMVK/PLSCR1/LGMN/FASN/NFIL3/MVK/CYP51A1/ACSS2/FDFT1/HSD17B7/FADS2/S100A11/PCYT2/ALCAM/MVD/TNFRSF12A/CLU	0.477270815362862
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	199	0.35078751780491	1.65847768423386	2.03136168651571e-05	5.64267135143252e-05	1.42551697299348e-05	3025	tags=35%, list=14%, signal=30%	MXD1/LTB/HK2/SPP1/XBP1/CD48/HIPK2/CKAP4/IFNGR1/BATF/IL4R/IL10RA/TNFRSF1B/CD83/PNP/IRF8/FURIN/TNFRSF9/ADAM19/CST7/AHCY/CXCL10/GPR65/CISH/SELL/RHOH/PTRH2/ICOS/TNFRSF21/TRAF1/NFKBIZ/PLIN2/TNFRSF4/ETV4/CTLA4/EOMES/IL2RA/TNFSF10/SLC2A3/PLSCR1/UMPS/CDC6/RGS16/SELP/NFIL3/IL18R1/IFITM3/CCNE1/HYCC2/PENK/CD79B/GPX4/PDCD2L/SLC39A8/BATF3/BCL2L1/TNFSF11/NOP2/SOCS1/TGM2/TLR7/IL3RA/AHR/NRP1/TTC39B/GBP4/CTSZ/CD86/CSF1	0.575610261071129
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	104	0.367137657731691	1.61734451442738	0.00147193096305461	0.00306652283969711	0.000774700506870848	4417	tags=38%, list=20%, signal=30%	ALDH1A1/ACSL5/PABPC1/SOD2/GSTK1/IDH2/RDH11/FABP6/IDH1/ELOVL5/ECH1/FDPS/CRABP2/ERCC1/IDI1/ACAA1/CRAT/ACSL4/CTPS1/ACSL1/FADS1/MLYCD/HMGCL/PEX13/TOP2A/HAO2/ISOC1/SULT2B1/SLC25A19/PEX11A/HSD17B4/YWHAH/NUDT19/ECI2/ABCD1/SERPINA6/SLC25A17/GNPAT/LONP2	0.45505986738723
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	198	-0.39400621284087	-1.60474346823278	0.000118701725471508	0.000296754313678769	7.496951082411e-05	4433	tags=33%, list=20%, signal=27%	SMC3/MARK4/SOS1/DYNLL2/CEP192/TRIO/PCNT/KIF22/KLC1/PCGF5/EZR/NET1/NF1/TAOK2/HDAC6/RABGAP1/ARHGAP29/RICTOR/ITSN1/TUBGCP3/TIAM1/WASF2/SMC1A/VCL/RASA2/CD2AP/CEP72/ARHGEF7/CLIP1/FLNB/NOTCH2/LATS1/PDLIM5/CLASP1/UXT/ABR/CLIP2/PCM1/DLG1/TUBA4A/PKD2/RASA1/ARF6/FGD4/AKAP13/GEMIN4/NIN/SPTBN1/ACTN4/DYNC1H1/APC/NUMA1/ARL8A/CSNK1D/RASAL2/ARHGEF12/ARHGAP5/PAFAH1B1/KIF5B/TLK1/CDC42BPA/RAB3GAP1/RALBP1/HOOK3/DST/SPTAN1	0.538434096309916
